Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,15/02/2018 01:39:20,104,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.7692307692,104.0,0.0,104,104,104,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0,0,0,40,0,19230.7692307692,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:48:38,403,1,1,77,205,77,77,77.0,0.0,205,205,205.0,0.0,699751.861042184,4962.7791563276,403.0,0.0,403,403,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2481.3895781638,2481.3895781638,77,205,119.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,179.5,77.0,205.0,0,0,0,0,0,0,1,77,1,205,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 05:07:54,36970,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,7790.1000811469,108.1958344604,12323.3333333333,18981.7139988288,34211,378,36592,36592.0,0.0,36592,36592,34589,34589.0,0.0,34589,34589,0,0,0,0,16,16,54.0979172302,54.0979172302,42,102,66.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,0,0,0,0,0,0,2,84,2,204,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49923,6,15/02/2018 10:27:23,193,2,1,38,0,38,0,19.0,26.8700576851,0,0,0.0,0.0,196891.191709845,15544.0414507772,96.5,106.7731239592,172,21,193,193.0,0.0,193,193,0,0.0,0.0,0,0,1,0,0,0,40,20,10362.6943005181,5181.3471502591,0,38,19.0,21.9393102292,481.3333333333,0,1,0,0,1,0,0,0,0,25.3333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 08:25:04,118329683,16,16,1178,3811,531,0,73.625,137.4534466647,1430,0,238.1875,475.2985333802,42.1618639847,0.2704308774,3817086.5483871,14575519.1493425,58580059,14,118329683,7888645.53333333,20541625.2877214,58714974,34,118173559,7878237.26666667,20569410.6286842,58675049,21,0,0,0,0,332,332,0.1352154387,0.1352154387,0,1430,151.1818181818,349.6537979332,122257.778409091,0,0,0,1,0,0,0,0,1,155.90625,73.625,238.1875,0,0,0,0,0,0,16,1178,16,3811,8192,180,8,20,672195.5,730381.200889303,1188653,155738,58414601.0,233992.947603128,58580059,58249143,Benign
3389,6,15/02/2018 11:20:42,2553445,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,1068.7522151446,6.2660445007,170229.666666667,274990.272275134,959964,102,2553445,319180.625,368660.32715687,1094396,524,2469944,411657.333333333,412242.89560727,959964,86089,0,0,0,0,188,148,3.5246500316,2.741394469,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,0,1,0,0,0,0,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 09:04:14,37934,3,4,148,241,148,0,49.3333333333,85.4478398401,241,0,60.25,120.5,10254.6528180524,184.5310275742,6322.3333333333,15041.6256789839,37025,1,37416,18708.0,26028.6006154768,37113,303,909,303.0,330.4648241493,656,1,0,0,0,0,72,92,79.0847261032,105.446301471,0,241,48.625,93.4037893083,8724.2678571429,0,0,0,1,0,0,0,0,1,55.5714285714,49.3333333333,60.25,0,0,0,0,0,0,3,148,4,241,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,15/02/2018 12:36:22,313665,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.7524588335,104555.0,181009.708060093,313567,1,313665,156832.5,221793.234307316,313664,1,0,0.0,0.0,0,0,0,0,0,0,72,32,9.5643441251,3.1881147084,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 10:11:36,83,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.3855421687,83.0,0.0,83,83,83,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0,0,0,40,0,24096.3855421687,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:36:52,320,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,325000.0,6250.0,320.0,0.0,320,320,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3125.0,3125.0,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 12:03:52,1345,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,78810.4089219331,1486.9888475837,1345.0,0.0,1345,1345,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,743.4944237918,743.4944237918,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 01:19:41,484,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,159090.909090909,6198.347107438,242.0,313.9554108468,464,20,484,242.0,313.9554108468,464,20,0,0.0,0.0,0,0,1,0,0,0,60,0,6198.347107438,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:20:59,941,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,82890.5419766206,2125.3985122211,941.0,0.0,941,941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1062.6992561105,1062.6992561105,31,47,36.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,54.5,31.0,47.0,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 11:24:36,278,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,276978.417266187,10791.3669064748,139.0,161.2203461105,253,25,278,139.0,161.2203461105,253,25,0,0.0,0.0,0,0,1,0,0,0,60,0,10791.3669064748,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 01:51:41,2783213,8,7,1128,1581,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,973.3354939058,5.389454562,198800.928571429,247081.699539448,947397,3,2783213,397601.857142857,450618.926706897,1389472,3,2507443,417907.166666667,268720.915914944,947397,256290,0,0,0,0,172,152,2.8743757664,2.5150787956,0,1173,169.3125,317.7312740352,100953.1625,0,0,0,1,0,0,0,0,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,64240,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 08:30:18,572,1,1,51,179,51,51,51.0,0.0,179,179,179.0,0.0,402097.902097902,3496.5034965035,572.0,0.0,572,572,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1748.2517482518,1748.2517482518,51,179,93.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,140.5,51.0,179.0,0,0,0,0,0,0,1,51,1,179,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 12:29:04,341,1,1,42,106,42,42,42.0,0.0,106,106,106.0,0.0,434017.595307918,5865.1026392962,341.0,0.0,341,341,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2932.5513196481,2932.5513196481,42,106,63.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,95.0,42.0,106.0,0,0,0,0,0,0,1,42,1,106,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:53:56,39762,2,2,72,128,36,36,36.0,0.0,64,64,64.0,0.0,5029.9280720286,100.5985614406,13254.0,21381.9628659298,37938,450,39312,39312.0,0.0,39312,39312,38388,38388.0,0.0,38388,38388,0,0,0,0,16,16,50.2992807203,50.2992807203,36,64,47.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,0,0,0,0,0,0,2,72,2,128,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 04:10:16,2606403,9,9,1171,1600,661,0,130.1111111111,210.791629604,1173,0,177.7777777778,384.5298355712,1063.1510169379,6.9060693991,153317.823529412,244389.419889711,959824,4,2606403,325800.375,380301.661311851,1203326,4,2417017,302127.125,295741.865406998,959824,31480,0,0,0,0,192,204,3.4530346995,3.4530346995,0,1173,145.8421052632,295.4325008747,87280.3625730994,0,0,0,1,0,0,0,0,1,153.9444444444,130.1111111111,177.7777777778,0,0,0,0,0,0,9,1171,9,1600,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 11:25:44,115426705,20,19,1267,6315,898,0,63.35,203.054121642,1460,0,332.3684210526,575.1909065235,65.6867056891,0.3378767504,3037544.86842105,4583809.26053352,10090923,1,115426705,6075089.7368421,4883855.87779859,10090923,44,110377104,6132061.33333333,5021128.60893314,10102293,1,0,0,0,0,412,524,0.1732701284,0.164606622,0,1460,189.55,437.9612996601,191810.1,0,0,0,1,0,0,0,0,0,194.4102564103,63.35,332.3684210526,0,0,0,0,0,0,20,1267,19,6315,8192,126,15,20,21403.0833333333,30580.1690686162,117656,11306,9597485.33333333,1436031.11082654,10090923,5038167,Benign
53,17,15/02/2018 10:25:47,12883,1,1,41,94,41,41,41.0,0.0,94,94,94.0,0.0,10478.9257160599,155.2433439416,12883.0,0.0,12883,12883,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,77.6216719708,77.6216719708,41,94,58.6666666667,30.5995642671,936.3333333333,0,0,0,0,0,0,0,0,1,88.0,41.0,94.0,0,0,0,0,0,0,1,41,1,94,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51446,6,15/02/2018 01:17:19,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.6279069767,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23255.8139534884,23255.8139534884,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,180,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 11:27:51,263,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,292775.66539924,11406.8441064639,131.5,154.8563850799,241,22,263,131.5,154.8563850799,241,22,0,0.0,0.0,0,0,1,0,0,0,60,0,11406.8441064639,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 09:44:28,286,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,269230.769230769,10489.5104895105,143.0,168.2914139224,262,24,286,143.0,168.2914139224,262,24,0,0.0,0.0,0,0,1,0,0,0,60,0,10489.5104895105,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 03:59:53,1309,1,1,39,91,39,39,39.0,0.0,91,91,91.0,0.0,99312.4522536287,1527.8838808251,1309.0,0.0,1309,1309,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,763.9419404125,763.9419404125,39,91,56.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,84.5,39.0,91.0,0,0,0,0,0,0,1,39,1,91,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 08:50:24,112638560,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266338632,56319280.0,14.1421356237,56319290,56319270,112638560,56319280.0,14.1421356237,56319290,56319270,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266338632,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319280.0,14.1421356237,56319290,56319270,Benign
